Query,Add Results,Google,Video Facet,Videos-Schooltv?,Kennisvenster?,'Samenvatting'?,Extra (top-down),Opmerkingen,Soort Query (select),Extra (multi),Onderwerp,Leeftijd,Resultaten DB,OK-100,Ranking Conclusie,Date,Bronnen DB,Created time,Bronnen DB 1,Bronnen: Thumbs up?,Bronnen: Toeg.
braziliaanse voetballegende pele overleden,Done,https://www.google.nl/search?q=braziliaanse+voetballegende+pele+overleden&sca_esv=595065857&source=hp&ei=xfmTZf3fC7KA9u8P_oGwgAo&iflsig=AO6bgOgAAAAAZZQH1UP5rqtEghNKgSO2JY0VwJIxGTdp&ved=0ahUKEwi91sTv0r6DAxUygP0HHf4ADKAQ4dUDCAw&uact=5&oq=braziliaanse+voetballegende+pele+overleden&gs_lp=Egdnd3Mtd2l6IipicmF6aWxpYWFuc2Ugdm9ldGJhbGxlZ2VuZGUgcGVsZSBvdmVybGVkZW4yCBAAGIAEGKIEMggQABiJBRiiBDIIEAAYiQUYogQyCBAAGIAEGKIEMggQABiABBiiBEjif1CPeFiPeHABeACQAQCYAdMBoAHTAaoBAzItMbgBA8gBAPgBAvgBAagCCsICChAAGAMYjwEY6gLCAgoQLhgDGI8BGOoC&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=595065857&q=braziliaanse+voetballegende+pele+overleden&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjqtO6PgfGDAxUZ-AIHHRinAUIQ0pQJegQICRAB&biw=1468&bih=1328&dpr=2,"- (Jeugdjournaal: 1, 4, 5)",Ja,Ja,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Video's",Bij Video’s staat Jeugdjournaal/YouTube gelinkt,2 of meer woorden,Media(ster),Sport,8,,Yes,,,,"July 18, 2023 7:47 PM",,,
cobra slang,Done,https://www.google.nl/search?q=cobra+slang&sca_esv=595080543&source=hp&ei=nROUZYWlIdqG9u8Pxq6V4As&iflsig=AO6bgOgAAAAAZZQhrX3vYM9Tj7eVz21IL_5T0bC-3pwW&ved=0ahUKEwjF57rC676DAxVag_0HHUZXBbwQ4dUDCAw&uact=5&oq=cobra+slang&gs_lp=Egdnd3Mtd2l6Igtjb2JyYSBzbGFuZzIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyCBAuGNQCGIAEMggQLhjUAhiABDIIEC4YgAQY1AIyBRAAGIAEMgUQABiABDIFEAAYgARIihBQtANYtANwAXgAkAEAmAFKoAFKqgEBMbgBA8gBAPgBAvgBAagCCsICChAuGAMYjwEY6gLCAgoQABgDGI8BGOoC&sclient=gws-wiz,https://www.google.nl/search?sca_esv=595080543&q=cobra+slang&tbm=vid&source=lnms&sa=X&ved=2ahUKEwicnfbggfGDAxWM0wIHHf8oB0YQ0pQJegQIEBAB&biw=1468&bih=1328&dpr=2,"- (Jeugdjournaal: 1, 3_",Ja,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Resultaten voor, Video's",,2 of meer woorden,,Natuur/Biologie,9,,Yes,,,,"July 18, 2023 7:47 PM",,,
Hoe komen straatkinderen aan eten,Done,https://www.google.nl/search?q=Hoe+komen+straatkinderen+aan+eten&sca_esv=591232086&source=hp&ei=W218ZYKBBsq9i-gPuYmr4Aw&iflsig=AO6bgOgAAAAAZXx7ayV9CQ-xLEOnOr_jgVyZbllftFuv&ved=0ahUKEwjCmo3d3ZGDAxXK3gIHHbnECswQ4dUDCAw&uact=5&oq=Hoe+komen+straatkinderen+aan+eten&gs_lp=Egdnd3Mtd2l6IiFIb2Uga29tZW4gc3RyYWF0a2luZGVyZW4gYWFuIGV0ZW4yBRAAGIAESIYIUIoGWIoGcAF4AJABAJgBUqABUqoBATG4AQPIAQD4AQL4AQGoAgrCAgoQLhgDGI8BGOoCwgIKEAAYAxiPARjqAg&sclient=gws-wiz,https://www.google.nl/search?sca_esv=591232086&q=Hoe+komen+straatkinderen+aan+eten&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjyyv2AgvGDAxWt8gIHHToeABkQ0pQJegQIChAB&biw=1468&bih=1328&dpr=2,- (samsam 2),Nee,Nee,Meer om te vragen (top),Geen gerelateerd!,Vragen,,Maatschappij,7,,Yes,,,,"July 18, 2023 7:47 PM",,,
zebra,Done,https://www.google.nl/search?q=zebra&sca_esv=595096569&source=hp&ei=6iKUZcHRAYD-7_UPtbWFuA0&iflsig=AO6bgOgAAAAAZZQw-tvxZ2rqjygnXxV8LtnvazS3xspU&ved=0ahUKEwjB7v2N-r6DAxUA_7sIHbVaAdcQ4dUDCAw&uact=5&oq=zebra&gs_lp=Egdnd3Mtd2l6IgV6ZWJyYTIIEAAYgAQYsQMyBRAAGIAEMgsQLhiABBixAxjUAjIFEAAYgAQyCBAAGIAEGLEDMgUQLhiABDIIEC4YgAQY1AIyBRAAGIAEMgUQABiABDIIEAAYgAQYsQNIvQZQiQNYiQNwAXgAkAEAmAE-oAE-qgEBMbgBA8gBAPgBAvgBAagCCsICChAuGAMYjwEY6gLCAgoQABgDGI8BGOoC&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=595096569&q=zebra&tbm=vid&source=lnms&sa=X&ved=2ahUKEwijooy1gvGDAxUE3gIHHS9KAKIQ0pQJegQIDBAB&biw=1468&bih=1328&dpr=2,"1, 3 (Klokhuis 4, JJ 10)",Ja uitgebreid,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Plaatsen, Video's",Bij Video’s (na 5) staat Schooltv gelinkt,Eén woord,,Natuur/Biologie,10,,Yes,,,,"July 18, 2023 7:47 PM",,,
taak slokdarm,Done,https://www.google.nl/search?q=taak+slokdarm&sca_esv=591232086&source=hp&ei=BXN8ZceLNPDZ7_UPjceg-Ac&iflsig=AO6bgOgAAAAAZXyBFQRw4hzZTKaaIksgoO1WkhgLPI9w&ved=0ahUKEwiHovCQ45GDAxXw7LsIHY0jCH8Q4dUDCAw&uact=5&oq=taak+slokdarm&gs_lp=Egdnd3Mtd2l6Ig10YWFrIHNsb2tkYXJtMgYQABgWGB4yCBAAGBYYHhgPSM4JUMUDWMUDcAF4AJABAJgBUaABUaoBATG4AQPIAQD4AQL4AQGoAgrCAgoQLhgDGI8BGOoCwgIKEAAYAxiPARjqAg&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=591232086&q=taak+slokdarm&tbm=vid&source=lnms&sa=X&ved=2ahUKEwi-67zr9PCDAxU50gIHHeL5D-sQ0pQJegQICxAB&biw=1468&bih=1328&dpr=2,2 t/m 9,Nee,Ja,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top)",,2 of meer woorden,,Natuur/Biologie,9,,Yes,,,,"October 21, 2023 3:42 PM",,,
pasteuriseren,Done,https://www.google.nl/search?q=pasteuriseren&sca_esv=595089826&source=hp&ei=7RuUZfndOITzi-gPvM6tmAw&iflsig=AO6bgOgAAAAAZZQp_dV349JFkPH0pBdRTacg5cC8VnlD&ved=0ahUKEwi5iK25876DAxWE-QIHHTxnC8MQ4dUDCAw&uact=5&oq=pasteuriseren&gs_lp=Egdnd3Mtd2l6Ig1wYXN0ZXVyaXNlcmVuMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABEi-C1C2BVi2BXABeACQAQCYATqgATqqAQExuAEDyAEA-AEC-AEBqAIKwgIKEAAYAxiPARjqAsICChAuGAMYjwEY6gI&sclient=gws-wiz,https://www.google.nl/search?sca_esv=595089826&q=pasteuriseren&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiy18XYgvGDAxWpxQIHHZ9ZD80Q0pQJegQICBAB&biw=1468&bih=1328&dpr=2,-,Ja,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Video's",Bij Video’s (na 3) staan geen kindervideo’s gelinkt,Eén woord,,Techniek,10,,Yes,,,,"July 18, 2023 7:47 PM",,,
galei,Done,https://www.google.nl/search?q=galei&sca_esv=596374102&source=hp&ei=XMCaZcfMK6GC9u8Pm42z6AY&iflsig=AO6bgOgAAAAAZZrObIoRCzBOMm8ugVYaAoNi4iULz3sH&ved=0ahUKEwjH6tqNycuDAxUhgf0HHZvGDG0Q4dUDCAw&uact=5&oq=galei&gs_lp=Egdnd3Mtd2l6IgVnYWxlaTIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgARIoBNQmQ1YmQ1wAXgAkAEAmAFZoAFZqgEBMbgBA8gBAPgBAvgBAagCCsICChAAGAMYjwEY6gLCAgoQLhgDGI8BGOoC&sclient=gws-wiz,https://www.google.nl/search?sca_esv=596374102&q=galei&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjBg4T6gvGDAxVF0QIHHd1XDBoQ0pQJegQICBAB&biw=1468&bih=1328&dpr=2,-,Ja uitgebreid,Nee,"Gerelateerde zoekopdrachten (na 10), Video's",Bij Video’s (na 3) staan geen kindervideos gelinkt,Eén woord,,Geschiedenis,10,,Yes,Vooral woordenboek-resultaten,,,"July 18, 2023 7:47 PM",,,
seks,Done,https://www.google.nl/search?q=seks&sca_esv=596374102&source=hp&ei=uMWaZZrYEJ2o9u8P1MCluA8&iflsig=AO6bgOgAAAAAZZrTyNnCsswNHqZo-S0L0kqptnD6LzwC&ved=0ahUKEwialNybzsuDAxUdlP0HHVRgCfcQ4dUDCAw&uact=5&oq=seks&gs_lp=Egdnd3Mtd2l6IgRzZWtzMgUQABiABDIIEAAYgAQYsQMyCBAAGIAEGLEDMggQABiABBixAzILEAAYgAQYsQMYgwEyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABEjoIVCgHVigHXABeACQAQCYATOgATOqAQExuAEDyAEA-AEC-AEBqAIKwgIKEAAYAxiPARjqAsICChAuGAMYjwEY6gI&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=596374102&q=seks&tbm=vid&source=lnms&sa=X&ved=2ahUKEwj1sZ6Og_GDAxUhxAIHHTgaD9cQ0pQJegQIDBAB&biw=1468&bih=1328&dpr=2,-,Ja,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top)",Kennisvenster: Menselijke seksualiteit,Eén woord,,"Fun/Vrije tijd/Media, Natuur/Biologie",10,,Yes,,,,"July 18, 2023 7:47 PM",,,
mens red peuter van dak racist,Done,https://www.google.nl/search?sca_esv=591244276&q=mens+redt+peuter+van+dak+racist&spell=1&sa=X&ved=2ahUKEwj93bjc6ZGDAxVb2AIHHUWUAJ4QBSgAegQIDRAC&biw=1280&bih=1088,https://www.google.nl/search?sca_esv=591244276&q=mens+redt+peuter+van+dak+racist&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjpr8ung_GDAxVDzwIHHShvADgQ0pQJegQIDBAB&biw=1468&bih=1328&dpr=2,"-  (JJ 1, klokhuis 4)",Nee,Nee,-,Bedoelde je: https://www.google.nl/search?sca_esv=591244276&q=mens+redt+peuter+van+dak+racist&spell=1&sa=X&ved=2ahUKEwj93bjc6ZGDAxVb2AIHHUWUAJ4QBSgAegQIDRAChttps://www.google.nl/search?sca_esv=591244276&q=mens+redt+peuter+van+dak+racist&spell=1&sa=X&ved=2ahUKEwj93bjc6ZGDAxVb2AIHHUWUAJ4QBSgAegQIDRAChttps://www.google.nl/search?sca_esv=591244276&q=mens+redt+peuter+van+dak+racist&spell=1&sa=X&ved=2ahUKEwj93bjc6ZGDAxVb2AIHHUWUAJ4QBSgAegQIDRAC Je zou meer krantenberichten verwachten… Meeste is totaal niet relevant in deze combinatie van woorden,2 of meer woorden,,"Fun/Vrije tijd/Media, Maatschappij",10,,Yes,,,,"July 18, 2023 7:47 PM",,,
amalia,Done,https://www.google.nl/search?q=amalia&sca_esv=596495099&source=hp&ei=Ts-bZaa5LIL-7_UPsoaRkAQ&iflsig=AO6bgOgAAAAAZZvdXvxk5-1IVbH7mNhauaQugp8WRiL9&ved=0ahUKEwimmIzAy82DAxUC_7sIHTJDBEIQ4dUDCAw&uact=5&oq=amalia&gs_lp=Egdnd3Mtd2l6IgZhbWFsaWEyCxAuGIAEGLEDGIMBMg4QLhiABBjHARivARiOBTILEC4YgwEYsQMYgAQyCxAuGIAEGLEDGIMBMgsQABiABBixAxiDATIEEAAYAzILEAAYgAQYsQMYgwEyCBAAGIAEGLEDMgUQABiABDIFEC4YgARIgQZQ3gJY3gJwAXgAkAEAmAFRoAFRqgEBMbgBA8gBAPgBAvgBAagCCsICChAAGAMYjwEY6gLCAgoQLhgDGI8BGOoC&sclient=gws-wiz,https://www.google.nl/search?sca_esv=596495099&q=amalia&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiL3JLMg_GDAxVR0gIHHXCLDlgQ0pQJegQICxAB&biw=1468&bih=1328&dpr=2,"- (JJ 4, 6, 7, 9)",Ja uitgebreid,Nee,"Extra: Neven/nichten, Gerelateerde zoekopdrachten (na 10), Meer om te vragen (midden)",,Named entity,Media(ster),Maatschappij,9,,Yes,,,,"July 18, 2023 7:47 PM",,,
merelbeke,Done,https://www.google.nl/search?q=merelbeke&sca_esv=596379158&source=hp&ei=xsyaZeDJJZryi-gPydSdoA0&iflsig=AO6bgOgAAAAAZZra1pqZoCgp0_1Kl6NQ8798wxno77-r&ved=0ahUKEwjgxIb51MuDAxUa-QIHHUlqB9QQ4dUDCAw&uact=5&oq=merelbeke&gs_lp=Egdnd3Mtd2l6IgltZXJlbGJla2UyCBAuGLEDGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQLhiABDIFEAAYgAQyBRAAGIAEMgUQABiABDILEC4YgAQYxwEYrwEyCxAuGIAEGMcBGK8BSMwGUJ0EWJ0EcAF4AJABAJgBTaABTaoBATG4AQPIAQD4AQL4AQGoAgrCAgoQABgDGI8BGOoCwgIKEC4YAxiPARjqAg&sclient=gws-wiz,https://www.google.nl/search?sca_esv=596379158&q=merelbeke&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjYq5Dug_GDAxX25wIHHcrVB8QQ0pQJegQIChAB&biw=1468&bih=1328&dpr=2,-,Ja uitgebreid,Nee,"Aanraders, Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Voorpaginanieuws",Kennisvenster begint aan top en dan rechts verder ‘Over’,Named entity,School/Woonplaats,Aardrijkskunde,11,,Yes,,,,"July 18, 2023 7:47 PM",,,
nijlpaard,Done,https://www.google.nl/search?q=nijlpaard&sca_esv=596527358&source=hp&ei=VdibZYb2C4rri-gPoYWtgAY&iflsig=AO6bgOgAAAAAZZvmZeivGF9LrM9X23blcP0X92OjiSTg&ved=0ahUKEwjG9OeN1M2DAxWK9QIHHaFCC2AQ4dUDCAw&uact=5&oq=nijlpaard&gs_lp=Egdnd3Mtd2l6IgluaWpscGFhcmQyCBAuGIAEGLEDMgsQABiABBixAxiDATIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAESI4KUMEEWMEEcAF4AJABAJgBT6ABT6oBATG4AQPIAQD4AQL4AQGoAgrCAgoQABgDGI8BGOoCwgIKEC4YAxiPARjqAg&sclient=gws-wiz,https://www.google.nl/search?sca_esv=596527358&q=nijlpaard&tbm=vid&source=lnms&sa=X&ved=2ahUKEwixpaGDhPGDAxUn7rsIHWL1BAEQ0pQJegQIEBAB&biw=1468&bih=1328&dpr=2,4,Ja uitgebreid,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Video's",Bij Video’s (na 1) staan Schooltv en Beekse Bergen gelinkt,Eén woord,,Natuur/Biologie,11,,Yes,,,,"July 18, 2023 7:47 PM",,,
poep,Done,https://www.google.nl/search?q=poep&sca_esv=596527358&source=hp&ei=TeCbZd7eCaSIi-gP1K-1QA&iflsig=AO6bgOgAAAAAZZvuXZaWMTgekyOBbHw73y6AsvnDEzK7&ved=0ahUKEwieucXa282DAxUkxAIHHdRXDQgQ4dUDCAw&uact=5&oq=poep&gs_lp=Egdnd3Mtd2l6IgRwb2VwMggQABiABBixAzIFEAAYgAQyBRAAGIAEMgUQLhiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABEjtEFDtBli3DHABeACQAQCYAUigAe0BqgEBNLgBA8gBAPgBAagCCsICChAAGAMYjwEY6gLCAgoQLhgDGI8BGOoCwgILEC4YgAQYsQMYgwHCAhEQLhiABBixAxiDARjHARjRA8ICCxAAGIAEGLEDGIMBwgIUEC4YgAQYigUYsQMYgwEYxwEY0QPCAg4QABiABBiKBRixAxiDAcICDhAuGIAEGLEDGMcBGNEDwgIOEC4YgAQYigUYsQMYgwHCAhQQLhiABBixAxiDARjHARivARiOBcICERAuGIAEGMcBGK8BGNQCGI4FwgILEC4YgAQYxwEYrwHCAg4QLhiABBjHARivARiOBQ&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=596527358&q=poep&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjmgMSehPGDAxWrhf0HHQwFDFEQ0pQJegQIERAB&biw=1468&bih=1328&dpr=2,"- (JJ 1, 4; BD 8; KH 10)",Ja,Nee,"Gerelateerde zoekopdrachten (midden), Meer om te vragen (top), Video's","hier staat wel een blok Video’s bovenaan in de resultaten - met YouTube versies van Jeugdjournaal, RTLnieuws en Klokhuis",Eén woord,,"Fun/Vrije tijd/Media, Natuur/Biologie",7,,Yes,,,,"July 18, 2023 7:47 PM",,,
nachtbraker vogel,Done,https://www.google.nl/search?q=nachtbraker+vogel&sca_esv=596383914&source=hp&ei=zdKaZd2xHpq0i-gPprSuiAs&iflsig=AO6bgOgAAAAAZZrg3UO0XWXyuZbSXyWZRQFTNVtYcZ2V&ved=0ahUKEwidzODY2suDAxUa2gIHHSaaC7EQ4dUDCAw&uact=5&oq=nachtbraker+vogel&gs_lp=Egdnd3Mtd2l6IhFuYWNodGJyYWtlciB2b2dlbDIIEAAYiQUYogQyCBAAGIAEGKIEMggQABiABBiiBDIIEAAYgAQYogRItgdQiwRYiwRwAXgAkAEAmAGHAaABhwGqAQMwLjG4AQPIAQD4AQL4AQGoAgrCAgoQABgDGI8BGOoCwgIKEC4YAxiPARjqAg&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=596383914&q=nachtbraker+vogel&tbm=vid&source=lnms&sa=X&ved=2ahUKEwixuMzJhPGDAxWRgv0HHazrDR4Q0pQJegQIChAB&biw=1468&bih=1328&dpr=2,-,Nee,Nee,"Afbeeldingen, Gerelateerde zoekopdrachten (na 10)",,2 of meer woorden,,Natuur/Biologie,9,,Yes,,,,"July 18, 2023 7:47 PM",,,
auto 1885,Done,https://www.google.nl/search?q=auto+1885&sca_esv=596546401&source=hp&ei=PP6bZejWLbGK9u8P6bC8kAs&iflsig=AO6bgOgAAAAAZZwMTMppLnGgUdznhzXYpRm24oxHszum&ved=0ahUKEwjo5Omg-M2DAxUxhf0HHWkYD7IQ4dUDCAw&uact=5&oq=auto+1885&gs_lp=Egdnd3Mtd2l6IglhdXRvIDE4ODUyBRAAGIAEMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeSKkSULQFWLQFcAF4AJABAJgBTqABTqoBATG4AQPIAQD4AQL4AQGoAgrCAgoQABgDGI8BGOoCwgIKEC4YAxiPARjqAg&sclient=gws-wiz,https://www.google.nl/search?sca_esv=596546401&q=auto+1885&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiYn4b1hPGDAxVJ7rsIHVk2A74Q0pQJegQICxAB&biw=1468&bih=1328&dpr=2,- (klokhuis 2),Nee,Nee,"Afbeeldingen, Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top)",,2 of meer woorden,,Sport,9,,Yes,,,,"July 18, 2023 7:47 PM",,,
puberteit,Done,https://www.google.nl/search?q=puberteit&sca_esv=596560865&source=hp&ei=bwWcZaWzOKrhi-gP0ZCmkAs&iflsig=AO6bgOgAAAAAZZwTfxY22PjBb-tk6sbr7RYbauNbN_6f&ved=0ahUKEwjlptyP_82DAxWq8AIHHVGICbIQ4dUDCAw&uact=5&oq=puberteit&gs_lp=Egdnd3Mtd2l6IglwdWJlcnRlaXQyCBAAGIAEGLEDMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAESNIGUOQDWOQDcAF4AJABAJgBM6ABM6oBATG4AQPIAQD4AQL4AQGoAgrCAgoQABgDGI8BGOoCwgIKEC4YAxiPARjqAg&sclient=gws-wiz,https://www.google.nl/search?sca_esv=596560865&q=puberteit&tbm=vid&source=lnms&sa=X&ved=2ahUKEwj09YaPhfGDAxUm9rsIHZCJAOMQ0pQJegQICRAB&biw=1468&bih=1328&dpr=2,"2 ",Nee,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Video's",Bij Video’s (na 4) staan Schooltv ea gelinkt,Eén woord,,Natuur/Biologie,12,,Yes,,,,"July 18, 2023 7:47 PM",,,
turne ritmic,Done,https://www.google.nl/search?q=turne+ritmic&sca_esv=596560865&source=hp&ei=RQqcZYKmFvTii-gP0suBiAk&iflsig=AO6bgOgAAAAAZZwYVaYu8txm4ND1lqppQxN-rFM281dq&ved=0ahUKEwjC3OPdg86DAxV08QIHHdJlAJEQ4dUDCAw&uact=5&oq=turne+ritmic&gs_lp=Egdnd3Mtd2l6Igx0dXJuZSByaXRtaWMyCBAAGAgYHhgNSPoUUP0DWP0DcAF4AJABAJgBYaABYaoBATG4AQPIAQD4AQL4AQGoAgrCAgoQABgDGI8BGOoCwgIKEC4YAxiPARjqAg&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=596560865&q=turnen+ritmica&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiRy96m7tKEAxWMgf0HHX-8DDsQ0pQJegQIDhAB&biw=1280&bih=1088,6 (zappsport),Ja,Nee,"Afbeeldingen van [query], Gerelateerde zoekopdrachten (na 10)",Resultaten voor https://www.google.nl/search?sca_esv=596560865&q=turnen+ritmica&spell=1&sa=X&ved=2ahUKEwimpZTwg86DAxXa8gIHHfFED3cQkeECKAB6BAgJEAIhttps://www.google.nl/search?sca_esv=596560865&q=turnen+ritmica&spell=1&sa=X&ved=2ahUKEwimpZTwg86DAxXa8gIHHfFED3cQkeECKAB6BAgJEAIhttps://www.google.nl/search?sca_esv=596560865&q=turnen+ritmica&spell=1&sa=X&ved=2ahUKEwimpZTwg86DAxXa8gIHHfFED3cQkeECKAB6BAgJEAI,2 of meer woorden,Spelfout(en),Sport,10,,Yes,,,,"October 21, 2023 3:40 PM",,,
greta thunberg,Done,https://www.google.nl/search?q=greta+thunberg&sca_esv=596572399&source=hp&ei=KA6cZeayEqeJ9u8PlsaEsA4&iflsig=AO6bgOgAAAAAZZwcOPdYaYFuIXT8PRTw469aZPnrf0c9&ved=0ahUKEwjm5pm4h86DAxWnhP0HHRYjAeYQ4dUDCAw&uact=5&oq=greta+thunberg&gs_lp=Egdnd3Mtd2l6Ig5ncmV0YSB0aHVuYmVyZzIIEC4YgAQYsQMyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgARItAVQ2QJY2QJwAXgAkAEAmAE1oAE1qgEBMbgBA8gBAPgBAvgBAagCCsICChAAGAMYjwEY6gLCAgoQLhgDGI8BGOoC&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=596572399&q=greta+thunberg&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjX17TxhfGDAxWYhP0HHbycA5gQ0pQJegQIDRAB&biw=1468&bih=1328&dpr=2,"-  (JJ 3, 9)",Ja uitgebreid,Nee,"Boeken, Meer om te vragen (top), Video's",Bij Video’s (na 4) staat Jeugdjournaal gelinkt,Named entity,Media(ster),Maatschappij,9,,Yes,,,,"July 18, 2023 7:47 PM",,,
Rug,Done,https://www.google.nl/search?q=Rug&sca_esv=597840864&source=hp&ei=32-hZaXaCsmii-gPubalkAk&iflsig=ANes7DEAAAAAZaF974t1Z3SQBIKT2ze_Yfe609bjHELn&ved=0ahUKEwjlxZyqqdiDAxVJ0QIHHTlbCZIQ4dUDCAw&uact=5&oq=Rug&gs_lp=Egdnd3Mtd2l6IgNSdWcyBRAuGIAEMgsQABiABBixAxiDATIIEAAYgAQYsQMyCxAuGIAEGMcBGK8BMggQABiABBixAzILEAAYgAQYsQMYgwEyCxAAGIAEGLEDGIMBMgsQABiABBixAxiDATILEC4YgAQYsQMYgwEyCBAAGIAEGLEDSI02UPkFWPkFcAF4AJABAJgBRKABRKoBATG4AQPIAQD4AQL4AQGoAgrCAgoQABgDGI8BGOoCwgIKEC4YAxiPARjqAg&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=597840864&q=Rug&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiTkaGRhvGDAxWlhf0HHaMsBckQ0pQJegQIGBAB&biw=1468&bih=1328&dpr=2,2,Ja uitgebreid,Nee,"Afbeeldingen, Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), X(Twitter)- account ...",,Eén woord,,Natuur/Biologie,9,,Yes,,,,"July 18, 2023 7:47 PM",,,
wat voor soort producten worden er gemaakt bij de tuindeur,Done,https://www.google.nl/search?q=wat+voor+soort+producten+worden+er+gemaakt+bij+de+tuindeur&sca_esv=596495099&source=hp&ei=F7mbZfbfJtT1i-gPoOmG-Ao&iflsig=AO6bgOgAAAAAZZvHJ6OiwW93qXHaNKqRIT-vGql6UDrR&ved=0ahUKEwi2x6Oots2DAxXU-gIHHaC0Aa8Q4dUDCAw&uact=5&oq=wat+voor+soort+producten+worden+er+gemaakt+bij+de+tuindeur&gs_lp=Egdnd3Mtd2l6Ijp3YXQgdm9vciBzb29ydCBwcm9kdWN0ZW4gd29yZGVuIGVyIGdlbWFha3QgYmlqIGRlIHR1aW5kZXVyMgUQIRigAUj1C1DIA1jIA3ABeACQAQCYAYIBoAGCAaoBAzAuMbgBA8gBAPgBAvgBAagCCsICChAuGAMYjwEY6gLCAgoQABgDGI8BGOoC&sclient=gws-wiz,https://www.google.nl/search?sca_esv=596495099&q=wat+voor+soort+producten+worden+er+gemaakt+bij+de+tuindeur&tbm=vid&source=lnms&sa=X&ved=2ahUKEwix27-qhvGDAxWNhf0HHW3AAWAQ0pQJegQICRAB&biw=1468&bih=1328&dpr=2,10,Nee,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top)",,Vragen,,Techniek,11,,Yes,(Bijna) alleen shops op de query,,,"July 18, 2023 7:47 PM",,,
