Query,Add Results,Google,Video Facet,Videos-Schooltv?,Kennisvenster?,'Samenvatting'?,Extra (top-down),Opmerkingen,Soort Query (select),Extra (multi),Onderwerp,Leeftijd,Resultaten DB,OK-100,Ranking Conclusie,Date,Bronnen DB,Created time,Bronnen DB 1,Bronnen: Thumbs up?,Bronnen: Toeg.
leven,Done,https://www.google.com/search?q=leven&rlz=1C5CHFA_enNL1081NL1081&oq=leven&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBCTEzODVqMGoxNagCALACAA&sourceid=chrome&ie=UTF-8#ip=1,https://www.google.com/search?sca_esv=600376160&rlz=1C5CHFA_enNL1081NL1081&q=leven&tbm=vid&source=lnms&sa=X&ved=2ahUKEwj52onE6vCDAxW93wIHHYsNAXoQ0pQJegQIDhAB&cshid=1705920923091607&biw=1468&bih=1328&dpr=2,-,Nee,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top)",Bij Video’s (na 2) staat de Maan-song Leven gelinkt,Named entity,Media(ster),Natuur/Biologie,8,,Yes,,,,"July 18, 2023 7:47 PM",,,
wat betekent schotse,Done,https://www.google.com/search?q=wat+betekent+schotse&rlz=1C5CHFA_enNL1081NL1081&oq=wat+betekent+schotse&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIKCAEQABgPGBYYHjIICAIQABgWGB4yCAgDEAAYFhgeMgwIBBAAGAoYDxgWGB4yCAgFEAAYFhgeMgoIBhAAGA8YFhgeMgwIBxAAGAoYDxgWGB4yCAgIEAAYFhge0gEINzg1MmoxajeoAgCwAgA&sourceid=chrome&ie=UTF-8,https://www.google.com/search?sca_esv=600376160&rlz=1C5CHFA_enNL1081NL1081&q=wat+betekent+schotse&tbm=vid&source=lnms&sa=X&ved=2ahUKEwijl-Lh6vCDAxXt3QIHHW-oA8EQ0pQJegQIDBAB&biw=1468&bih=1328&dpr=2,-,Nee,Ja,Vragen van anderen (top),,Vragen,,Taal/Cultuur,10,"Schotse - 2 definities - Encyclo (https://www.notion.so/Schotse-2-definities-Encyclo-9c97b2927a3c4b33b1c707dc1f7c5cab?pvs=21), Schotse Nederlands woordenboek - Woorden.org (https://www.notion.so/Schotse-Nederlands-woordenboek-Woorden-org-f9f3f0a638ef425585fe4bd3ff5a219c?pvs=21), schots Nederlands woordenboek - Woorden.org (https://www.notion.so/schots-Nederlands-woordenboek-Woorden-org-64b0208479e54e44b348f067f12eac18?pvs=21), Gratis woordenboek | Van Dale NEDERLAND (https://www.notion.so/Gratis-woordenboek-Van-Dale-NEDERLAND-d5964e198f4a4899a1e79190c8172a20?pvs=21), Schots (taal) - Wikipedia (https://www.notion.so/Schots-taal-Wikipedia-d52fc6ca2c3548fa958375bd8ca5af3d?pvs=21), Wat is de betekenis van Schotse (https://www.notion.so/Wat-is-de-betekenis-van-Schotse-9463f4fe8db4452785a3b22037e1d981?pvs=21), Schots - WikiWoordenboek (https://www.notion.so/Schots-WikiWoordenboek-7204a6e24d254ccfbd7a17a30023601b?pvs=21), 10 Schots-Gaelische plaatsnamen en hun betekenis | VisitScotland (https://www.notion.so/10-Schots-Gaelische-plaatsnamen-en-hun-betekenis-VisitScotland-3dedb03c94bb4a2a86ce2531d136ee46?pvs=21), Schotland - Wikipedia (https://www.notion.so/Schotland-Wikipedia-0d007eefc7a848f883b140beebf6a9a3?pvs=21), Schots - 7 definities - Encyclo (https://www.notion.so/Schots-7-definities-Encyclo-15f45decf9ae41b3b6da59595613f9e3?pvs=21)",Yes,,,,"July 18, 2023 7:47 PM",,,
middellandse zee,Done,https://www.google.com/search?q=middellandse+zee&rlz=1C5CHFA_enNL1081NL1081&oq=middellandse+zee&gs_lcrp=EgZjaHJvbWUqDQgAEAAY4wIYsQMYgAQyDQgAEAAY4wIYsQMYgAQyCggBEC4YsQMYgAQyBwgCEAAYgAQyBwgDEAAYgAQyBwgEEAAYgAQyBwgFEAAYgAQyBwgGEAAYgAQyBwgHEAAYgAQyBwgIEAAYgAQyBwgJEAAYgATSAQcyMjBqMGo0qAIAsAIA&sourceid=chrome&ie=UTF-8#ip=1,https://www.google.com/search?sca_esv=600376160&rlz=1C5CHFA_enNL1081NL1081&q=middellandse+zee&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjz74nx6vCDAxVM9gIHHdUYC0gQ0pQJegQICxAB&biw=1468&bih=1328&dpr=2,-,Ja uitgebreid,Nee,"Afbeeldingen carroussel (top), Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top)",,Named entity,,Aardrijkskunde,11,,Yes,,,,"July 18, 2023 7:47 PM",,,
De smurfen,Done,https://www.google.nl/search?q=De+smurfen&sca_esv=578451392&source=hp&ei=LCZCZa2GEZGci-gPgrGpmAs&iflsig=AO6bgOgAAAAAZUI0PDof-Lgp_rTkVu22VmquwHWgM2RC&ved=0ahUKEwitzOTXyaKCAxURzgIHHYJYCrMQ4dUDCAw&uact=5&oq=De+smurfen&gs_lp=Egdnd3Mtd2l6IgpEZSBzbXVyZmVuMggQABiABBixAzIFEC4YgAQyBRAuGIAEMgUQLhiABDIFEC4YgAQyBRAuGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABEi0UVCQA1iQA3ABeACQAQCYATmgATmqAQExuAEDyAEA-AEC-AEBqAIA&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=578451392&q=De+smurfen&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjEz8z-6vCDAxWKzwIHHcBCAPAQ0pQJegQIDRAB&biw=1468&bih=1328&dpr=2,-,Ja,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Muziekartiest (top), Nummers, Video's",,Named entity,Merk/Bedrijf,Taal/Cultuur,10,,Yes,,,google.nl/com (https://www.notion.so/google-nl-com-7c0c28e0af774374ba7898b99657f780?pvs=21),"July 18, 2023 7:47 PM",,,
keurmerk max,Done,https://www.google.com/search?q=keurmerk+max&rlz=1C5CHFA_enNL1081NL1081&oq=keurmerk+max&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABiABDIHCAIQABiABDIICAMQABgWGB7SAQkyNzg3ajBqMTWoAgCwAgA&sourceid=chrome&ie=UTF-8,https://www.google.com/search?sca_esv=600376160&rlz=1C5CHFA_enNL1081NL1081&q=keurmerk+max&tbm=vid&source=lnms&sa=X&ved=2ahUKEwj069aK6_CDAxUf-wIHHWP1CaQQ0pQJegQICxAB&biw=1468&bih=1328&dpr=2,-,Nee,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top)",,2 of meer woorden,,Maatschappij,7,,Yes,,,,"July 18, 2023 7:47 PM",,,
koning van belgieje,Done,https://www.google.com/search?q=koning+van+belgieje&rlz=1C5CHFA_enNL1081NL1081&oq=koning+van+belgieje&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIJCAEQABgNGIAEMgkIAhAAGA0YgAQyCQgDEAAYDRiABDIJCAQQABgNGIAEMgkIBRAAGA0YgAQyCQgGEAAYDRiABDIJCAcQABgNGIAEMggICBAAGA0YHjIICAkQABgNGB7SAQc1NTZqMWo0qAIAsAIA&sourceid=chrome&ie=UTF-8#ip=1,https://www.google.com/search?sca_esv=600376160&rlz=1C5CHFA_enNL1081NL1081&q=koning+van+belgie&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjQkteX6_CDAxUN0QIHHZ50AKEQ0pQJegQIDBAB&biw=1468&bih=1328&dpr=2,-,Ja uitgebreid,Soort van: highlights,"Afbeeldingen carroussel (top), Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Resultaten voor",Resultaten voor koning van belgie,2 of meer woorden,Spelfout(en),Maatschappij,8,,Yes,,,,"July 18, 2023 7:47 PM",,,
ronaldo,Done,https://www.google.nl/search?q=ronaldo&sca_esv=578856877&source=hp&ei=78ZDZbOmIfqui-gP4_SCWA&iflsig=AO6bgOgAAAAAZUPU_79oKPKvFScc6N_YzbPvCUUyOaNH&ved=0ahUKEwjz2ZKS16WCAxV61wIHHWO6AAsQ4dUDCAw&uact=5&oq=ronaldo&gs_lp=Egdnd3Mtd2l6Igdyb25hbGRvMgsQLhiDARixAxiABDILEC4YgwEYsQMYgAQyBRAAGIAEMgsQABiABBixAxiDATIIEAAYgAQYsQMyCBAAGIAEGLEDMgUQABiABDIEEAAYAzIFEAAYgAQyBRAAGIAESMUbUNoBWNoBcAF4AJABAJgBPqABPqoBATG4AQPIAQD4AQL4AQGoAgA&sclient=gws-wiz,https://www.google.nl/search?sca_esv=578856877&q=ronaldo&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjl6e2j6_CDAxXF6wIHHawTASAQ0pQJegQICxAB&biw=1468&bih=1328&dpr=2,-,Ja,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (midden), Statistieken, Video's, Voorpaginanieuws",Kenniskaart is nu zowel aan top aan rechts; ranking is paar uur later al anders natuurlijk! Bij Video’s (na 10) staan voetbalvideo’s gelinkt,Named entity,Media(ster),Sport,10,,Yes,,,,"July 18, 2023 7:47 PM",,,
paris saint germain,Done,https://www.google.com/search?q=paris+saint+germain&rlz=1C5CHFA_enNL1081NL1081&oq=paris+saint+germain&gs_lcrp=EgZjaHJvbWUqDQgAEAAY4wIYsQMYgAQyDQgAEAAY4wIYsQMYgAQyCggBEC4YsQMYgAQyBwgCEAAYgAQyBwgDEAAYgAQyBwgEEAAYgAQyDQgFEC4YrwEYxwEYgAQyBwgGEAAYgAQyBwgHEAAYgAQyBwgIEAAYgAQyBwgJEAAYgATSAQgxNTEyajBqN6gCALACAA&sourceid=chrome&ie=UTF-8,https://www.google.com/search?sca_esv=600376160&rlz=1C5CHFA_enNL1081NL1081&q=paris+saint+germain&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiwkNm-7PCDAxX59QIHHakDBd8Q0pQJegQICRAB&biw=1468&bih=1328&dpr=2,-,Ja,Nee,"Gerelateerde zoekopdrachten (na 10), Uitslagen, Video's",Bij Video’s (na 6) staan voetbalvideo’sL gelinkt,Named entity,Merk/Bedrijf,Sport,11,,Yes,,,,"July 18, 2023 7:47 PM",,,
brussel,Done,https://www.google.com/search?q=brussel&rlz=1C5CHFA_enNL1081NL1081&oq=brussel&gs_lcrp=EgZjaHJvbWUqDQgAEAAY4wIYsQMYgAQyDQgAEAAY4wIYsQMYgAQyCggBEC4YsQMYgAQyBwgCEAAYgAQyEAgDEC4YxwEYsQMY0QMYgAQyEAgEEC4YrwEYxwEYsQMYgAQyBwgFEAAYgAQyBwgGEAAYgAQyDQgHEC4YrwEYxwEYgAQyDQgIEC4YrwEYxwEYgAQyBwgJEAAYgATSAQgxMDQ3ajBqN6gCALACAA&sourceid=chrome&ie=UTF-8#ip=1,https://www.google.com/search?sca_esv=600376160&rlz=1C5CHFA_enNL1081NL1081&q=brussel&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiZhb_W7PCDAxVr1AIHHUgMC-gQ0pQJegQIChAB&biw=1468&bih=1328&dpr=2,-,Ja,Nee,"Aanraders, Afbeeldingen carroussel (top), Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Voorpaginanieuws",Zouden alle reisadviezen ook gegeven worden als resultaat als Google weet dat je kind bent?,Eén woord,,Aardrijkskunde,11,,Yes,,,,"July 18, 2023 7:47 PM",,,
hirohito,Done,https://www.google.nl/search?q=hirohito&sca_esv=578929401&source=hp&ei=evpDZZSQI8uLi-gP-9q7sAY&iflsig=AO6bgOgAAAAAZUQIisL5d9ndZGZ2mQf6G4Q2TDTIez9l&ved=0ahUKEwiUtYOmiKaCAxXLxQIHHXvtDmYQ4dUDCAw&uact=5&oq=hirohito&gs_lp=Egdnd3Mtd2l6IghoaXJvaGl0bzIIEC4YsQMYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgARIrglQ9AJY9AJwAXgAkAEAmAE6oAE6qgEBMbgBA8gBAPgBAvgBAagCCsICChAAGAMYjwEY6gLCAgoQLhgDGI8BGOoC&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=578929401&q=hirohito&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiUhsPi7PCDAxUw0wIHHfu0AhQQ0pQJegQICxAB&biw=1468&bih=1328&dpr=2,-,Nee,Nee,"Boeken, Extra: Neven/nichten, Films, Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Mensen zoeken ook naar","ipv Kennisvenster, rechts: Mensen zoeken ook naar; Opvallend: veel facets (zie Extra)",Eén woord,,Geschiedenis,12,,Yes,,,,"July 18, 2023 7:47 PM",,,
Slavenhandel,Done,https://www.google.nl/search?q=Slavenhandel&sca_esv=579237292&source=hp&ei=Fl9FZY64D8mhi-gPxaiFyAI&iflsig=AO6bgOgAAAAAZUVtJg4k1bRQuU8SLavZOeWANToeUj0p&ved=0ahUKEwiOm6Wx3KiCAxXJ0AIHHUVUASkQ4dUDCAw&uact=5&oq=Slavenhandel&gs_lp=Egdnd3Mtd2l6IgxTbGF2ZW5oYW5kZWwyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAESKQHUK8DWK8DcAF4AJABAJgBMaABMaoBATG4AQPIAQD4AQL4AQGoAgA&sclient=gws-wiz,https://www.google.nl/search?sca_esv=579237292&q=Slavenhandel&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiv88v_7PCDAxW03gIHHS2ZAxIQ0pQJegQIDBAB&biw=1468&bih=1328&dpr=2,veel: 1..5 en 8..10! Dus 8 vd 10,Ja,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Video's",,Eén woord,,Geschiedenis,12,,Yes,,,,"July 18, 2023 7:47 PM",,,
cristiano ronaldo,Done,https://www.google.com/search?q=cristiano+ronaldo&rlz=1C5CHFA_enNL1081NL1081&oq=cristiano+ronaldo&gs_lcrp=EgZjaHJvbWUqDQgAEAAY4wIYsQMYgAQyDQgAEAAY4wIYsQMYgAQyCggBEC4YsQMYgAQyDQgCEAAYgwEYsQMYgAQyBwgDEAAYgAQyBwgEEAAYgAQyBwgFEAAYgAQyBwgGEAAYgAQyBwgHEAAYgAQyBwgIEAAYgAQyBwgJEAAYgATSAQc3NDhqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,,,Ja,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Statistieken, Voorpaginanieuws",resultaten apart opgeslagen,Eén woord,,Sport,11,,No,,,,"July 18, 2023 7:47 PM",,,
waterbuffel,Done,https://www.google.nl/search?q=waterbuffel&sca_esv=579152888&source=hp&ei=FPREZZTyOvShi-gPp6C52A4&iflsig=AO6bgOgAAAAAZUUCJKxgpY4YtpLiJfx4j_AaRxHyeiec&ved=0ahUKEwiUzJOr9qeCAxX00AIHHSdQDusQ4dUDCAw&uact=5&oq=waterbuffel&gs_lp=Egdnd3Mtd2l6Igt3YXRlcmJ1ZmZlbDILEC4Y1AIYsQMYgAQyFBAuGIAEGMcBGK8BGJgFGJ4FGI4FMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMg4QLhiABBjHARivARiOBTIFEAAYgARI9wVQyAJYyAJwAXgAkAEAmAFxoAFxqgEDMC4xuAEDyAEA-AEC-AEBqAIA&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=579152888&q=waterbuffel&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjMkMqi7fCDAxVz1AIHHR8oDpYQ0pQJegQIDRAB&biw=1468&bih=1328&dpr=2,-,Ja,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Plaatsen, Resultaten voor, Vergelijkingssites",Resultaten voor: Gedomesticeerde waterbuffel dier,Eén woord,,Natuur/Biologie,8,,Yes,(Bijna) alleen shops op de query,,,"July 18, 2023 7:47 PM",,,
een hond,Done,https://www.google.com/search?q=een+hond&rlz=1C5CHFA_enNL1081NL1081&oq=een+hond&gs_lcrp=EgZjaHJvbWUqCggAEAAY4wIYgAQyCggAEAAY4wIYgAQyBwgBEC4YgAQyBwgCEAAYgAQyBwgDEAAYgAQyBwgEEAAYgAQyBwgFEAAYgAQyBwgGEC4YgAQyBwgHEAAYgAQyBwgIEAAYgAQyBwgJEAAYgATSAQkzNDUwajBqMTWoAgCwAgA&sourceid=chrome&ie=UTF-8#ip=1,https://www.google.com/search?sca_esv=600376160&rlz=1C5CHFA_enNL1081NL1081&q=een+hond&tbm=vid&source=lnms&sa=X&ved=2ahUKEwi4_9HZ7fCDAxWb0QIHHfW8AMQQ0pQJegQIFRAB&biw=1468&bih=1328&dpr=2,-,Ja,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top)",,Eén woord,,Natuur/Biologie,10,,Yes,,,,"July 18, 2023 7:47 PM",,,
Uitvindingen       naam,Done,https://www.google.nl/search?q=Uitvindingen%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0+naam&sca_esv=579440648&source=hp&ei=8EJGZcmzCJL0sAefn5P4Dg&iflsig=AO6bgOgAAAAAZUZRAJcnAbGwvOs85qU85ugIwEt82ggP&ved=0ahUKEwjJ65LXtaqCAxUSOuwKHZ_PBO8Q4dUDCAw&uact=5&oq=Uitvindingen%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0+naam&gs_lp=Egdnd3Mtd2l6Ih1VaXR2aW5kaW5nZW7CoMKgwqDCoMKgwqAgbmFhbTIIEAAYFhgeGA9IkZEBUOSMAVjkjAFwAXgAkAEAmAGvAaABrwGqAQMwLjG4AQPIAQD4AQL4AQGoAgA&sclient=gws-wiz,https://www.google.nl/search?sca_esv=579440648&q=Uitvindingen%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0+naam&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjRn7vx7fCDAxUD9wIHHa9MDQkQ0pQJegQICRAB&biw=1468&bih=1328&dpr=2,"1, 5, 6",Nee,Nee,"Gerelateerde zoekopdrachten (na 10), Lijst van [query], Meer om te vragen (top)",‘Lijst van uitvinders’ is identiek aan de gelinkte Wikipedia pagina aan top,Unfinished,,Techniek,8,,Yes,,,,"July 18, 2023 7:47 PM",,,
elektronen,Done,https://www.google.nl/search?q=elektronen&sca_esv=579453675&source=hp&ei=VFFGZfevCZmni-gPqsW60AI&iflsig=AO6bgOgAAAAAZUZfZP_-4LjSEXtVeB424CyQnm9SDKQ2&ved=0ahUKEwj3qemzw6qCAxWZ0wIHHaqiDioQ4dUDCAw&uact=5&oq=elektronen&gs_lp=Egdnd3Mtd2l6IgplbGVrdHJvbmVuMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABEi2BlDMBFjMBHABeACQAQCYAS-gAS-qAQExuAEDyAEA-AEC-AEBqAIA&sclient=gws-wiz,https://www.google.nl/search?sca_esv=579453675&q=elektronen&tbm=vid&source=lnms&sa=X&ved=2ahUKEwivtPzK7vCDAxUx3QIHHRplALAQ0pQJegQIDRAB&biw=1468&bih=1328&dpr=2,-,Ja,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top)",Bij Video’s (na 4) staat Wouter Renkema gelinkt (VO),Eén woord,,Techniek,12,,Yes,,,,"July 18, 2023 7:47 PM",,,
juf hanne de leerboom,Done,https://www.google.nl/search?q=juf+hanne+de+leerboom&sca_esv=579460677&source=hp&ei=L11GZYq3HOOfi-gPpaOYmAY&iflsig=AO6bgOgAAAAAZUZrP49RsxF-iqCoLpsilEyel5K5GccQ&ved=0ahUKEwjKipbbzqqCAxXjzwIHHaURBmMQ4dUDCAw&uact=5&oq=juf+hanne+de+leerboom&gs_lp=Egdnd3Mtd2l6IhVqdWYgaGFubmUgZGUgbGVlcmJvb20yBRAhGKABMgUQIRigAUjPCFCmA1imA3ABeACQAQCYAYgBoAGIAaoBAzAuMbgBA8gBAPgBAvgBAagCAA&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=579460677&q=juf+hanne+de+leerboom&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjRpovf7vCDAxXJ8wIHHVNPA4IQ0pQJegQIDBAB&biw=1468&bih=1328&dpr=2,-,Nee,Nee,"Afbeeldingen van [query], Gerelateerde zoekopdrachten (na 10)",,Named entity,School/Woonplaats,"Fun/Vrije tijd/Media, Navigational",11,,Yes,,,,"July 18, 2023 7:47 PM",,,
zebrahaai,Done,https://www.google.nl/search?q=zebrahaai&sca_esv=579468707&source=hp&ei=G2dGZdSaG4XWkwWAmqXwCw&iflsig=AO6bgOgAAAAAZUZ1K-QVpak6jG7ULPfPi4vhOK1ITQwR&ved=0ahUKEwiUlKqW2KqCAxUF66QKHQBNCb4Q4dUDCAw&uact=5&oq=zebrahaai&gs_lp=Egdnd3Mtd2l6Igl6ZWJyYWhhYWkyBRAuGIAEMgQQABgeMgQQABgeMgQQABgeMgYQABgeGA8yCBAAGAUYHhgPMggQABgFGB4YD0iNBVDCAljCAnABeACQAQCYAUOgAUOqAQExuAEDyAEA-AEC-AEBqAIA&sclient=gws-wiz,https://www.google.nl/search?sca_esv=579468707&q=zebrahaai&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiY7Mjz7vCDAxWN8wIHHffTD9oQ0pQJegQIChAB&biw=1468&bih=1328&dpr=2,-,Ja,Nee,"Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Video's",Bij Video’s (na 2) staan 3 video’s van Burgers Zoo gelinkt,Eén woord,,Natuur/Biologie,9,,Yes,Weinig bruikbaar v deze query,,,"July 18, 2023 7:47 PM",,,
echte naakte vrouw,Done,https://www.google.nl/search?q=echte+naakte+vrouw&sca_esv=579484062&source=hp&ei=WIJGZZrDDK-C9u8Plf22yAU&iflsig=AO6bgOgAAAAAZUaQaE8ETuNrmAnasb4rVgrrgJKglD9q&ved=0ahUKEwiaz5mT8qqCAxUvgf0HHZW-DVkQ4dUDCAw&uact=5&oq=echte+naakte+vrouw&gs_lp=Egdnd3Mtd2l6IhJlY2h0ZSBuYWFrdGUgdnJvdXdI-AxQjwJYjwJwAXgAkAEAmAEnoAEnqgEBMbgBA8gBAPgBAvgBAagCCsICChAuGAMYjwEY6gLCAgoQABgDGI8BGOoC&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=579484062&q=echte+naakte+vrouw&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjT2Z2g7_CDAxW9gv0HHRZgBHYQ0pQJegQIChAB&biw=1468&bih=1328&dpr=2,-,Nee,Nee,-,,2 of meer woorden,,"Fun/Vrije tijd/Media, Natuur/Biologie",10,,Yes,,,,"July 18, 2023 7:47 PM",,,
honden,Not started,,,,,,,,Eén woord,,Natuur/Biologie,10,,No,,,,"July 18, 2023 7:47 PM",,,
stamboom  familie,Done,https://www.google.nl/search?q=stamboom%C2%A0+familie&sca_esv=579484062&source=hp&ei=wohGZYXnPMGJ9u8Pp6ezgA0&iflsig=AO6bgOgAAAAAZUaW02R8vmuOBkd5zyZisxnpH4L_2md_&ved=0ahUKEwiF0MWi-KqCAxXBhP0HHafTDNAQ4dUDCAw&uact=5&oq=stamboom%C2%A0+familie&gs_lp=Egdnd3Mtd2l6IhJzdGFtYm9vbcKgIGZhbWlsaWUyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAESN0DUABYAHAAeACQAQCYAUigAUiqAQExuAEDyAEA-AEC-AEB&sclient=gws-wiz,https://www.google.nl/search?sca_esv=579484062&q=stamboom%C2%A0+familie&tbm=vid&source=lnms&sa=X&ved=2ahUKEwi48bC67_CDAxUR9AIHHYjwC8QQ0pQJegQIDBAB&biw=1468&bih=1328&dpr=2,- (1 x klokhuis:8),Nee,Nee,"Afbeeldingen van [query], Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top)",,2 of meer woorden,,Maatschappij,9,,Yes,,,,"July 18, 2023 7:47 PM",,,
beweging,Done,https://www.google.nl/search?q=beweging&sca_esv=579494868&source=hp&ei=r5xGZc6qEtaPi-gP4qavyAc&iflsig=AO6bgOgAAAAAZUaqv6upZBiseC5iKiJBMzAsAvPvQLMK&ved=0ahUKEwiOvseii6uCAxXWxwIHHWLTC3kQ4dUDCAw&uact=5&oq=beweging&gs_lp=Egdnd3Mtd2l6IghiZXdlZ2luZzILEAAYgAQYsQMYgwEyCxAAGIAEGLEDGIMBMgsQABiABBixAxiDATIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgARIzyRQ4AJY4AJwAngAkAEAmAE5oAE5qgEBMbgBA8gBAPgBAvgBAagCAA&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=579494868&q=beweging&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjSvPbf7_CDAxVa8gIHHQIJDYcQ0pQJegQIDBAB&biw=1468&bih=1328&dpr=2,-,Ja,Nee,"Afbeeldingen van [query], Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Plaatsen, Video's",Bij Video’s (na 5) staat Meneer Wietsma gelinkt (VO),Eén woord,,"Natuur/Biologie, Sport",12,,Yes,,,,"July 18, 2023 7:47 PM",,,
vogels huisjes,Done,https://www.google.nl/search?q=vogels+huisjes&sca_esv=579494868&source=hp&ei=z6FGZbv_G_uE9u8P88igiAQ&iflsig=AO6bgOgAAAAAZUav3y79lsE17lQbrDUtAdXli9OMp6Tp&ved=0ahUKEwj7op-UkKuCAxV7gv0HHXMkCEEQ4dUDCAw&uact=5&oq=vogels+huisjes&gs_lp=Egdnd3Mtd2l6Ig52b2dlbHMgaHVpc2plczIIEAAYFhgeGAoyCBAAGBYYHhgKMgsQABgWGB4Y8QQYCjILEAAYFhgeGPEEGAoyDRAAGBYYHhgPGPEEGAoyDRAAGBYYHhgPGPEEGAoyDRAAGBYYHhgPGPEEGAoyBhAAGBYYHjIIEAAYFhgeGAoyCBAAGBYYHhgKSIoHUPQCWPQCcAF4AJABAJgBUqABUqoBATG4AQPIAQD4AQL4AQGoAgA&sclient=gws-wiz#ip=1,https://www.google.nl/search?sca_esv=579494868&q=vogels+huisjes&tbm=vid&source=lnms&sa=X&ved=2ahUKEwib7Pv17_CDAxUr7wIHHSM6ArMQ0pQJegQIDRAB&biw=1468&bih=1328&dpr=2,"8, 10",Nee,Nee,"Afbeeldingen van [query], Gerelateerde zoekopdrachten (na 10), Meer om te vragen (top), Meer producten bekijken, Resultaten voor",Bedoelde je: vogelhuisjes; 2 x producten facet,2 of meer woorden,Spelfout(en),Natuur/Biologie,9,,Yes,(Bijna) alleen shops op de query,,,"July 18, 2023 7:47 PM",,,
